Ragione sociale,Partita IVA,"ATECO 2007
codice",Provincia,Indirizzo sede legale - Regione,Website,URLPositivo,NellaHomepage,Significativo,EsitoRichiesta,CodiceRisposta
CALZATURIFICIO ORMEDA S.R.L.,829880434.0,152010.0,Macerata,Marche,http://www.calzaturificioormeda.com,,,,SUCCESSO,200.0
CALZATURIFICIO HEROS S.R.L.,990820441.0,152010.0,Fermo,Marche,heroscalzature.it,,,,SUCCESSO,200.0
DADA SRL,2249790441.0,152010.0,Ascoli Piceno,Marche,www.meline.it,,,,SUCCESSO,200.0
CALZATURIFICIO ELIO'S SOCIETA' A RESPONSABILITA' LIMITATA ENUNCIABILE ANCHE CALZATURIFICIO ELIO'S S.R.L.,909990434.0,152010.0,Macerata,Marche,www.elios.it,,,,SUCCESSO,200.0
CF & P SRL IN LIQUIDAZIONE,6277650484.0,151209.0,Firenze,Toscana,http://www.cfepsrl.com,,,,SUCCESSO,500.0
COLONNELLI GROUP S.R.L.,12867951001.0,151209.0,Roma,Lazio,www.colonnellimanifatture.com,,,,SUCCESSO,200.0
SAURO S.R.L.,3209370125.0,152010.0,Varese,Lombardia,www.sauroshoes.it,,,,ERRORE,
L.A.S. SRL,1489300432.0,152020.0,Macerata,Marche,www.laserartstyle.it,,,,SUCCESSO,200.0
MAESTRO SHOES S.R.L.,6667260480.0,152010.0,Firenze,Toscana,pasc.it,,,,SUCCESSO,200.0
CALZATURIFICIO LE.PI. S.R.L.,1520790435.0,152010.0,Macerata,Marche,www.calzatureperbambini.com,,,,SUCCESSO,200.0
PRIMO CECILIA S.R.L.,964510572.0,152010.0,Rieti,Lazio,www.primocecilia.com,,,,SUCCESSO,200.0
NUOVO NICAR - S.R.L.,942540501.0,152010.0,Pisa,Toscana,www.thesandalsfactory.com,,,,SUCCESSO,200.0
ALBATROS S.R.L.,3530720485.0,151200.0,Firenze,Toscana,www.albatros-accessories.it,,,,TIMEOUT,
FANCY S.R.L.,1395980434.0,152010.0,Fermo,Marche,www.calzaturificiofancy.it,,,,SUCCESSO,200.0
CONCERIA NUOVA ALBORA S.R.L.,1476030505.0,151100.0,Pisa,Toscana,www.nuovaalbora.it,,,,SUCCESSO,200.0
CREATIVE LEATHERS S.R.L.,2626520247.0,151100.0,Vicenza,Veneto,www.creativeleathers.com,,,,SUCCESSO,200.0
CONCERIA LA PERLA AZZURRA - S.R.L.,1126290509.0,151100.0,Pisa,Toscana,www.eng.laperlaazzurra.com,,,,SUCCESSO,200.0
CONCERIA LO STIVALE S.R.L.,1234820502.0,151100.0,Pisa,Toscana,www.lostivale.it,,,,TIMEOUT,
PELLETTERIE GIUDI S.R.L.,403970437.0,151209.0,Macerata,Marche,www.giudi.com,,,,SUCCESSO,200.0
CALZATURIFICIO PRINCES SRL,728420449.0,152010.0,Fermo,Marche,www.joghost.com,,,,SUCCESSO,200.0
HARRIS SHOES - 1913 - S.R.L.,4098090485.0,152010.0,Firenze,Toscana,harrisshoes.it,,,,SUCCESSO,200.0
CONCERIA WALPIER S.R.L.,122790504.0,151100.0,Pisa,Toscana,www.conceriawalpier.it,,,,TIMEOUT,
MOTTA PELLI SRL,693560963.0,151100.0,Monza e della Brianza,Lombardia,www.mottapelli.191.it,,,,ERRORE,
LEATHER TEAM S.R.L.,2674970245.0,151100.0,Vicenza,Veneto,www.leatherteamsrl.it,,,,SUCCESSO,200.0
TACCHIFICIO IL GABBIANO S.R.L.,445630502.0,152020.0,Pisa,Toscana,www.tacchificioilgabbiano.it,,,,ERRORE,
MERIDIANA S.R.L.,1192170502.0,151100.0,Pisa,Toscana,www.meridianaindustriaconciaria.com,,,,SUCCESSO,200.0
SACCARDI PELLETTERIE - S.R.L.,4866610480.0,151209.0,Firenze,Toscana,www.saccardi.it,,,,SUCCESSO,503.0
BIGIONI SRL,2404900447.0,152010.0,Fermo,Marche,dinobigioni.com,,,,SUCCESSO,200.0
GIOVE SOCIETA' A RESPONSABILITA' LIMITATA ENUNCIABILE ANCHE GIOVE S.R.L.,1536120437.0,152010.0,Macerata,Marche,www.parisienneshoes.com,,,,SUCCESSO,403.0
BIASIOTTO ITALIA S.R.L.,3687880249.0,152020.0,Vicenza,Veneto,www.biasiotto.it,,,,SUCCESSO,200.0
CALZATURIFICIO EMMEBLU S.R.L.,7136210726.0,152010.0,Barletta-Andria-Trani,Puglia,www.altramarea.it,,,,SUCCESSO,200.0
PUNTO R S.R.L.,7536071215.0,152010.0,Napoli,Campania,robertorubino.it,,,,SUCCESSO,200.0
CALZATURIFICIO BIQUATTRO S.R.L.,1318270467.0,152020.0,Lucca,Toscana,www.calzaturificiobiquattro.it,,,,ERRORE,
I.G.F. S.R.L. ITALIAN GROUP OF FACTORIES,5615520722.0,152010.0,Barletta-Andria-Trani,Puglia,www.easywalk.it,,,,SUCCESSO,200.0
METALLURGICA LOMBARDA S.R.L.,814370151.0,152020.0,Milano,Lombardia,http://www.metalo.it,,,,SUCCESSO,200.0
LOREN S.R.L.,317960268.0,152010.0,Treviso,Veneto,www.loren.it,,,,SUCCESSO,200.0
BABI INDUSTRIA CONCIARIA SRL,2235210248.0,151100.0,Vicenza,Veneto,www.babileather.it,,,,SUCCESSO,200.0
MARCH S.R.L.,695540211.0,151200.0,Bolzano/Bozen,Trentino-Alto Adige,www.march.it,,,,SUCCESSO,200.0
TORINO LEATHER INTERIORS S.R.L. SIGLABILE TLI SRL,9550740014.0,151209.0,Torino,Piemonte,www.tlisrl.it,,,,SUCCESSO,200.0
CREATIVITY SRL,5633280481.0,151209.0,Firenze,Toscana,www.creativitysrl.it,,,,SUCCESSO,200.0
BRM GROUP S.R.L.,2355920501.0,152020.0,Pisa,Toscana,www.brmgroup.it,,,,SUCCESSO,200.0
BLUPELL S.R.L.,2954300246.0,151100.0,Vicenza,Veneto,www.blupell.it,,,,SUCCESSO,503.0
FRATELLI BORGIOLI - S.R.L.-,541050480.0,152010.0,Firenze,Toscana,fratelliborgioli.com,,,,SUCCESSO,200.0
CALZATURIFICIO DOVER - S.R.L.,1085230504.0,152010.0,Pisa,Toscana,www.danilobonfanti.it,,,,ERRORE,
TRADIGO GIOVANNI S.R.L.,1151320155.0,152000.0,Milano,Lombardia,www.tradigo.it,,,,SUCCESSO,200.0
MARYAM S.R.L.,2093290506.0,151100.0,Pisa,Toscana,www.conceriamaryam.it,,,,TIMEOUT,
LA REPO S.R.L.,1211450448.0,152000.0,Fermo,Marche,www.repo-srl.com,,,,SUCCESSO,200.0
"FABBRICA PELLETTERIE MILANO S.P.A. O, IN FORMA ABBREVIATA, F.P.M. S.P.A.",6746000964.0,151209.0,Milano,Lombardia,www.fabbricapelletteriemilano.eu,,,,SUCCESSO,403.0
CALZATURIFICIO ELENA S.R.L.,2492180233.0,152010.0,Verona,Veneto,elenashoes.it,,,,SUCCESSO,200.0
STILMODA S.R.L.,577850985.0,152010.0,Brescia,Lombardia,stilmodashoes.com,,,,SUCCESSO,403.0
INOVIKA S.R.L.,4218910265.0,152010.0,Treviso,Veneto,www.inovika.it,,,,SUCCESSO,200.0
MADISON S.R.L.,1909400507.0,151100.0,Pisa,Toscana,www.madisonsrl.com,,,,SUCCESSO,200.0
NICE S.R.L. (NUOVA INDUSTRIA CONCIARIA EUROPEA S.R.L.),1653820249.0,151100.0,Vicenza,Veneto,www.concerianice.com,,,,SUCCESSO,200.0
CALZATURE BEPPE S.R.L.,380090431.0,152010.0,Macerata,Marche,www.halmanera.it,,,,SUCCESSO,200.0
ANDERSON'S S.R.L.,150630341.0,151209.0,Parma,Emilia-Romagna,http://www.anderson.it,,,,SUCCESSO,200.0
OFFICINARTIGIANA S.R.L.,5398601210.0,151209.0,Napoli,Campania,www.officinartigiana.it,,,,ERRORE,
ASTORFLEX S.R.L.,2495620201.0,152010.0,Mantova,Lombardia,www.astorflex.it,,,,SUCCESSO,200.0
EUROPEAN GROUP S.R.L.,13379230157.0,152020.0,Milano,Lombardia,www.europeangroup.it,,,,SUCCESSO,200.0
M&C PELLETTERIA ARTIGIANA S.R.L.,10129210968.0,151209.0,Milano,Lombardia,www.mcpelletteriaartigiana.it,,,,SUCCESSO,200.0
CALZATURIFICIO LANCIOTTI A.R. S.R.L.,1771460449.0,152010.0,Fermo,Marche,www.lanciottideverzi.com,,,,TIMEOUT,
RIVADAVIA INDUSTRIA CONCIARIA S.P.A.,1419380504.0,151100.0,Pisa,Toscana,www.rivadavia.net,,,,SUCCESSO,200.0
SIM.TO.PEL. S.R.L.,11873800152.0,151100.0,Milano,Lombardia,www.simtopel.com,,,,SUCCESSO,200.0
KYBUN JOYA PRODUKTION ITALY SRL,4234070268.0,152010.0,Treviso,Veneto,kybunjoya.swiss,,,,SUCCESSO,200.0
GI.VI.PLAST S.R.L.,1442500441.0,152020.0,Fermo,Marche,giviplast.com,,,,SUCCESSO,200.0
FRANCESCO RUSSO S.R.L.,8704601213.0,152010.0,Caserta,Campania,www.francescorussosrl.it,,,,SUCCESSO,200.0
CALZATURIFICIO ESTER S.R.L.,2130990183.0,152010.0,Pavia,Lombardia,www.calzaturificioester.it,,,,SUCCESSO,200.0
EMMETIERRE S.R.L.,3168520488.0,151209.0,Firenze,Toscana,www.emmetierre.it,,,,SUCCESSO,200.0
FERCA 81 S.R.L.,995630308.0,152010.0,Udine,Friuli-Venezia Giulia,www.ferca81.com,,,,SUCCESSO,200.0
CO. GE. ECOLOGICA S.R.L.,442780938.0,151100.0,Pordenone,Friuli-Venezia Giulia,www.cogeservizi.it,,,,SUCCESSO,200.0
CARIBU SRL,9512890154.0,152010.0,Milano,Lombardia,shop.henrybeguelin.it,,,,SUCCESSO,200.0
CRISTIAN MARCUCCI S.R.L. SOCIETA' BENEFIT,6513400488.0,151209.0,Firenze,Toscana,www.marcuccigroup.com,,,,SUCCESSO,200.0
CROCOLUX SRL,9828760968.0,151209.0,Milano,Lombardia,www.crocolux.it,,,,SUCCESSO,200.0
CORAME S.R.L.,7357920961.0,151209.0,Monza e della Brianza,Lombardia,corame.it,,,,SUCCESSO,200.0
SABENA CALZATURIFICIO S.R.L.,4563540261.0,152010.0,Treviso,Veneto,www.cronoteam.it,,,,SUCCESSO,200.0
FITWELL 4.0 S.R.L.,5048870264.0,152010.0,Treviso,Veneto,www.fitwellsrl.it,,,,SUCCESSO,200.0
FINEST SHOES S.R.L. IN LIQUIDAZIONE,439310483.0,152010.0,Lucca,Toscana,www.atlanticstars.it,,,,SUCCESSO,503.0
IDEA 84 S.R.L.,1037300447.0,152020.0,Fermo,Marche,www.idea84.com,,,,SUCCESSO,200.0
PINK SHOES S.R.L.,6309630728.0,152010.0,Barletta-Andria-Trani,Puglia,www.pinkshoes.it,,,,SUCCESSO,200.0
BRUNO TROTTI CALZATURE S.R.L.,2076210448.0,152010.0,Fermo,Marche,www.lemare.it,,,,SUCCESSO,200.0
LABEL - STORE INDUSTRIES S.R.L.,3729490262.0,151209.0,Treviso,Veneto,www.labelstoreindustries.it,,,,SUCCESSO,200.0
GALLIATE PELLI S.R.L.,1286440035.0,151100.0,Novara,Piemonte,www.galliatepelli.it,,,,SUCCESSO,200.0
ELLEDUESSE CONTRAFFORTI S.R.L.,3513590152.0,152020.0,Milano,Lombardia,elleduesse.it,,,,SUCCESSO,200.0
ARKE' CONCERIA SRL,2293280505.0,151100.0,Pisa,Toscana,arkeconceria.com,,,,SUCCESSO,200.0
MAURIZI S.R.L,1413830439.0,152010.0,Macerata,Marche,eliamaurizi.eu,,,,SUCCESSO,200.0
STUDIO PELLE PELLETTERIA - S.R.L.,2215840485.0,151209.0,Firenze,Toscana,www.studiopelle.it,,,,SUCCESSO,200.0
PISTOLESI - S.R.L.,1151690508.0,151100.0,Pisa,Toscana,www.pistolesisrl.it,,,,SUCCESSO,200.0
QUALITY S.R.L.,1179810435.0,152020.0,Macerata,Marche,www.suolificioquality.it,,,,SUCCESSO,200.0
CALZATURIFICIO GALLO S.R.L.,8246011210.0,152010.0,Napoli,Campania,www.francescobenigno.it,,,,TIMEOUT,
ROMA S.R.L.,2022110676.0,151209.0,Teramo,Abruzzo,romapelletterie.it,,,,SUCCESSO,200.0
STUDIOART LEATHER INTERIORS SRL,3869430243.0,151100.0,Vicenza,Veneto,www.studioart.it,,,,SUCCESSO,200.0
CONCERIA COPAR PELLAMI S.R.L.,3977690241.0,151100.0,Vicenza,Veneto,www.coparsrl.it,,,,SUCCESSO,200.0
SUOLIFICIO STELLA S.R.L.,1282370442.0,152020.0,Fermo,Marche,stellasolesfactory.com,,,,SUCCESSO,200.0
NEW SAFETY WORK S.R.L.,6211400723.0,152020.0,Barletta-Andria-Trani,Puglia,www.newsafetywork.it,,,,SUCCESSO,200.0
MANIFATTURA TOSCANA PELLAMI S.R.L.,1439560507.0,151100.0,Pisa,Toscana,http://www.mtpellami.it/,,,,SUCCESSO,200.0
VERDI FASHION S.R.L.,2211750985.0,152010.0,Brescia,Lombardia,www.verdi-italy.com,,,,SUCCESSO,200.0
VOGUE FINISH S.R.L.,209110501.0,151100.0,Pisa,Toscana,www.voguefinish.it,,,,SUCCESSO,200.0
ROMAGNOLI RONDINELLA S.R.L.,981270432.0,152010.0,Macerata,Marche,www.rondinellashoes.com,,,,SUCCESSO,200.0
SIGNORIN ILARIO S.R.L.,2066310240.0,151100.0,Vicenza,Veneto,www.signorinilario.it,,,,SUCCESSO,200.0
PELLETTERIA FUSELLA S.R.L.,2734870120.0,151209.0,Varese,Lombardia,www.pelletteriafusella.com,,,,SUCCESSO,200.0
GAFFE - SOCIETA' A RESPONSABILITA' LIMITATA,986130342.0,151209.0,Parma,Emilia-Romagna,francodessi.it,,,,SUCCESSO,200.0
ARCHIVIO SRL,4083610248.0,151209.0,Vicenza,Veneto,carlille.it,,,,SUCCESSO,200.0
CALZATURIFICIO FRANCESCHETTI S.R.L.,985770445.0,152010.0,Fermo,Marche,franceschetti.it,,,,SUCCESSO,200.0
GY-TAL SHOES S.R.L.,437920507.0,152010.0,Pisa,Toscana,www.gytalshoes.com,,,,SUCCESSO,200.0
LA MANUELITA S.R.L.,1597530433.0,152010.0,Fermo,Marche,manuelitaitaly.com,,,,SUCCESSO,200.0
2ME LAB. S.R.L.,6479570969.0,151209.0,Milano,Lombardia,www.2mestyle.com,,,,SUCCESSO,200.0
BLUE STAR SRL,1936510443.0,152010.0,Fermo,Marche,www.lucaguerrini.com,,,,SUCCESSO,200.0
F.A.P. ITALIA S.R.L.,2411480169.0,151209.0,Milano,Lombardia,www.fapitalia.it,,,,SUCCESSO,200.0
PER-PEL S.R.L.,1507340246.0,151100.0,Vicenza,Veneto,www.perpel.com,,,,SUCCESSO,200.0
B 2 - S.R.L.,1053850465.0,152000.0,Lucca,Toscana,www.calzaturificiob2.it,,,,SUCCESSO,200.0
LADY SHOES S.R.L.,4047040615.0,152010.0,Caserta,Campania,www.lady-shoes.it,,,,TIMEOUT,
DUPELCO DI DUSINI NICOLA S.R.L.,334440229.0,151100.0,Trento,Trentino-Alto Adige,www.piodusini.it,,,,ERRORE,
ZETAPELLI S.R.L.,1320810243.0,151100.0,Vicenza,Veneto,www.zetapelli.it,,,,SUCCESSO,200.0
EGO S.R.L.,2080790542.0,151209.0,Perugia,Umbria,egosrl.it,,,,SUCCESSO,200.0
CONCERIA MA.BO.PELL SRL,2795460241.0,151100.0,Vicenza,Veneto,www.mabopell.it,,,,SUCCESSO,200.0
FLECS S.R.L.,2444590612.0,152010.0,Caserta,Campania,http://www.flecs.com,,,,TIMEOUT,
MEDITERRANEO S.R.L. UNIPERSONALE,1698410675.0,151209.0,Pescara,Abruzzo,www.mediterraneopelle.com,,,,SUCCESSO,200.0
ANDREA DEL VECCHIO SOLUZIONI ESCLUSIVE S.R.L.,4004060283.0,151209.0,Padova,Veneto,andreadelvecchio.com,,,,SUCCESSO,200.0
SCHEDONI S.R.L.,2797190366.0,151209.0,Modena,Emilia-Romagna,schedoni.com,,,,SUCCESSO,200.0
CALZATURIFICIO ARTIGIANA SCARPE S.R.L.,5341741212.0,152010.0,Napoli,Campania,www.artigianascarpe.com,,,,ERRORE,
MAGICA - S.R.L.,718720121.0,151209.0,Varese,Lombardia,www.mgk.it,,,,ERRORE,
CALZATURIFICIO SPINNAKER S.R.L.,2138720509.0,152010.0,Pisa,Toscana,www.calzaturificiospinnaker.it,,,,SUCCESSO,500.0
BLUBOX S.R.L.,8036690967.0,151209.0,Bologna,Emilia-Romagna,www.spaldingbros.com,,,,SUCCESSO,200.0
ROTTA S.R.L.,2278170234.0,152010.0,Verona,Veneto,www.guglielmorotta.it,,,,SUCCESSO,200.0
DONNA SOFT S.R.L.,1124830439.0,152010.0,Macerata,Marche,mot-cle.it,,,,SUCCESSO,200.0
ACCOPPIATURA RICCARDO S.R.L.,1736560440.0,152020.0,Fermo,Marche,www.accoppiaturariccardo.it,,,,ERRORE,
BENERICETTI S.R.L.,1561830504.0,151100.0,Pisa,Toscana,www.benericettipolska.com,,,,SUCCESSO,200.0
PANTANETTI SOCIETA' A RESPONSABILITA' LIMITATA,2008540441.0,152010.0,Fermo,Marche,www.pantanetti.it,,,,SUCCESSO,200.0
GREEN LEATHER S.R.L.,3108070248.0,151100.0,Verona,Veneto,www.greenleather.it,,,,ERRORE,
ROSIS SRL,1094290432.0,152020.0,Macerata,Marche,www.remattostyle.it,,,,SUCCESSO,200.0
CONCERIA DALLA BARBA S.R.L.,1777000249.0,151100.0,Vicenza,Veneto,www.conceriadallabarba.eu,,,,SUCCESSO,200.0
ARTE PELLETTIERI S.R.L.,6108350486.0,151209.0,Firenze,Toscana,www.artepellettieri.it,,,,ERRORE,
SAINT FERRY S.R.L.,339810442.0,152010.0,Fermo,Marche,www.koil.it,,,,SUCCESSO,200.0
CALZATURIFICIO GAL.MEN S.R.L.,1039880446.0,152010.0,Fermo,Marche,natude.it,,,,SUCCESSO,200.0
MASCA PROGETTO BORSA S.R.L.,3809800166.0,151209.0,Bergamo,Lombardia,www.mascapb.com,,,,SUCCESSO,200.0
CASLAM SRL,2712770649.0,151100.0,Avellino,Campania,www.caslam.it,,,,SUCCESSO,200.0
SUTORIUS S.R.L.,6495280486.0,152010.0,Firenze,Toscana,www.pakerson.it,,,,SUCCESSO,200.0
GEMAX GROUP S.R.L.,6966571215.0,152010.0,Napoli,Campania,www.gemaxgroup.it,,,,SUCCESSO,200.0
GOLDENFIT S.R.L.,5368250725.0,152010.0,Barletta-Andria-Trani,Puglia,www.goldenfit.it,,,,SUCCESSO,200.0
ELATA SALVATORE NICOLAZZO S.R.L.,39690755.0,152010.0,Lecce,Puglia,elata.it,,,,SUCCESSO,200.0
ANDREW S.R.L.,3138390269.0,152000.0,Treviso,Veneto,andrewshoes.com,,,,SUCCESSO,200.0
MY LADY S.R.L.,906720446.0,152020.0,Fermo,Marche,myladysrl.it,,,,TIMEOUT,
FA.BO.SS. S.R.L.,12342130155.0,151209.0,Milano,Lombardia,www.logistica-piacenza.it,,,,SUCCESSO,200.0
CALZATURIFICIO LORENZI SRL,985170448.0,152010.0,Fermo,Marche,www.lorenzishoes.it,,,,SUCCESSO,200.0
CALZATURIFICIO TOGI S.R.L.,4297300610.0,152010.0,Caserta,Campania,www.togisrl.it,,,,SUCCESSO,200.0
BELLO S.P.A.,4593730650.0,151100.0,Salerno,Campania,www.conceriabello.it,,,,SUCCESSO,403.0
CONCERIA MARCA TORO S.R.L.,245760509.0,151100.0,Pisa,Toscana,www.marcatoro.it,,,,ERRORE,
DUCA S.R.L. - UNIPERSONALE,2406800249.0,151100.0,Vicenza,Veneto,www.ducapellami.com,,,,SUCCESSO,200.0
M.P.E. S.R.L.,230000507.0,151100.0,Pisa,Toscana,mpesrl.net,,,,SUCCESSO,200.0
GALLETTI & CARLINI S.R.L.,1415780483.0,151209.0,Firenze,Toscana,www.galletti-pelletterie.it,,,,SUCCESSO,503.0
STIRATRICE M.C. DI RICCI DONATELLA S.R.L.,905990503.0,151100.0,Pisa,Toscana,www.stiratricemc.com,,,,SUCCESSO,200.0
PERA CARLO SHOES - S.R.L.,1276670468.0,152010.0,Lucca,Toscana,www.lunet.it/aziende/pera,,,,SUCCESSO,404.0
GABRIEL S.R.L.,6743680487.0,151209.0,Firenze,Toscana,www.maisongabriel.it,,,,SUCCESSO,200.0
ATLANTE FINISH - S.R.L.,940160500.0,151100.0,Pisa,Toscana,www.atlantefinish.it,,,,ERRORE,
CALZATURIFICIO CO.RAF. GROUP S.R.L.,4253180618.0,152010.0,Caserta,Campania,www.keboshoes.it,,,,SUCCESSO,200.0
BE SNEAKERS SOCIETA' A RESPONSABILITA' LIMITATA,8415940728.0,152010.0,Barletta-Andria-Trani,Puglia,www.besneakers.it,,,,SUCCESSO,200.0
ESOTICA S.R.L.,2143910129.0,151100.0,Varese,Lombardia,www.esotica.com,,,,SUCCESSO,200.0
AB CREATIVE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA UNIP ERSONALE,6775670489.0,151209.0,Firenze,Toscana,www.arberburreli.it,,,,ERRORE,
PACIOTTI S.R.L.,220950430.0,152010.0,Macerata,Marche,www.paciotti.com,,,,SUCCESSO,200.0
PELLETTERIE DELFINO S.R.L.,4345500286.0,151209.0,Padova,Veneto,www.pelletteriedelfino.it,,,,SUCCESSO,200.0
CONCERIA ONDA VERDE S.R.L.,157280504.0,151100.0,Pisa,Toscana,www.conceriaondaverde.it,,,,SUCCESSO,200.0
LASER TEAM SOCIETA' A RESPONSABILITA' LIMITATA IN SIGLA LASER TEAM S.R.L.,3193130402.0,152020.0,Forlì-Cesena,Emilia-Romagna,www.laserteam.it,,,,SUCCESSO,200.0
CALZATURIFICIO DONNA CAROLINA S.R.L.,423140276.0,152010.0,Venezia,Veneto,donnacarolina.it,,,,SUCCESSO,200.0
CONCERIA ANNA RITA S.R.L.,318950508.0,151100.0,Pisa,Toscana,www.conceriannarita.it,,,,ERRORE,
EUROTOP & BRADOR S.R.L.,3826240404.0,152010.0,Pesaro Urbino,Marche,www.brador.it,,,,SUCCESSO,200.0
GIORGIO LINEA SRL,4690810488.0,151209.0,Firenze,Toscana,www.giorgiolinea.it,,,,SUCCESSO,200.0
POLYFLEX S.R.L.,8232670722.0,152010.0,Barletta-Andria-Trani,Puglia,www.polyflexcalzature.com,,,,SUCCESSO,200.0
CONFORT S.R.L.,1592920431.0,152010.0,Macerata,Marche,www.confort.it,,,,SUCCESSO,200.0
G & G FOOTWEAR S.R.L.,914400346.0,152010.0,Parma,Emilia-Romagna,www.gegfootwear.it,,,,SUCCESSO,200.0
ORIGINAL MOCASSIN S.R.L.,2814050643.0,152010.0,Avellino,Campania,www.caloshoes.it,,,,SUCCESSO,200.0
SIMONE MARTINI S.R.L.,5247380487.0,152010.0,Firenze,Toscana,www.simonemartini.net,,,,SUCCESSO,200.0
CONCERIA M B 3 S.R.L.,1371250505.0,151100.0,Pisa,Toscana,mb3.it,,,,SUCCESSO,200.0
CONCERIA NUOVA ETRURIA S.R.L.,190660506.0,151100.0,Pisa,Toscana,www.nuovaetruria.it,,,,ERRORE,
SA.CU.TEX. S.R.L.,3469030286.0,152020.0,Padova,Veneto,www.sacutex.com,,,,ERRORE,
ALTAMODA BELT SRL,1678970169.0,151200.0,Bergamo,Lombardia,www.altamoda.pl,,,,SUCCESSO,403.0
DUEDI' SOCIETA' A RESPONSABILITA' LIMITATA,3923350619.0,152010.0,Caserta,Campania,www.difrancoshoes.com,,,,SUCCESSO,200.0
SESA SHOES SRL,2442810442.0,152010.0,Fermo,Marche,www.sesashoes.com,,,,SUCCESSO,200.0
EGI.FRA. S.R.L.,7991330965.0,152020.0,Milano,Lombardia,www.egifra.it,,,,SUCCESSO,404.0
ACCOPPIATURE GC S.R.L.,2209890462.0,151100.0,Lucca,Toscana,www.accoppiaturegc.it,,,,ERRORE,
PELLECO S.R.L.,169460805.0,151100.0,Reggio di Calabria,Calabria,www.pelleco.it,,,,SUCCESSO,200.0
GIPSY PRODUCTION S.R.L.,5159111219.0,152020.0,Napoli,Campania,www.gipsyproductionsrl.it,,,,SUCCESSO,200.0
CONCERIA DINGO S.R.L.,344250501.0,151100.0,Pisa,Toscana,www.conceriadingo.com,,,,SUCCESSO,200.0
SALAR MILANO S.R.L.,4520880750.0,151209.0,Lecce,Puglia,www.salar.it,,,,SUCCESSO,200.0
ERNESTO DOLANI SRL,1825860446.0,152010.0,Fermo,Marche,www.ernestodolani.it,,,,SUCCESSO,200.0
Z INDUSTRIE SRL,1693230433.0,152010.0,Macerata,Marche,www.zecchinodoro.it,,,,SUCCESSO,200.0
CONCERIA STELLA S.R.L.,668450489.0,151100.0,Firenze,Toscana,www.conceriastella.com,,,,SUCCESSO,200.0
PISCITELLI FOOTWEAR S.R.L.,4308640616.0,152010.0,Caserta,Campania,www.jpdavid.it,,,,SUCCESSO,200.0
GUARDOLIFICIO DUE ROCCHE S.R.L.,2156880268.0,152020.0,Treviso,Veneto,www.2rocche.it,,,,SUCCESSO,200.0
CONCERIA YANKEE S.R.L.,1103500508.0,151100.0,Pisa,Toscana,http://www.conceriayankee.com,,,,SUCCESSO,200.0
GALLUCCI S.R.L.,1705780441.0,152010.0,Fermo,Marche,www.galluccishoes.it,,,,SUCCESSO,200.0
TEOREMA S.R.L.,2532630403.0,152020.0,Forlì-Cesena,Emilia-Romagna,teoremasuole.it,,,,SUCCESSO,200.0
BOLDRINI SELLERIA S.R.L.,1067830479.0,151209.0,Pistoia,Toscana,boldriniselleria.com,,,,SUCCESSO,200.0
DUSY GROUP S.R.L.,2157410461.0,152010.0,Lucca,Toscana,www.sanitalight.it,,,,SUCCESSO,200.0
BS SRL,3993160245.0,151100.0,Vicenza,Veneto,bssplitting.it,,,,SUCCESSO,200.0
ANTONY GROUP SRL,1051150363.0,151200.0,Modena,Emilia-Romagna,www.silvanobiagini.com,,,,SUCCESSO,503.0
PELLEGRINI GROUP S.R.L.,3758890481.0,151100.0,Firenze,Toscana,www.conceriapellegrini.com,,,,ERRORE,
M.P.G. INDUSTRIA CONCIARIA SRL,120900501.0,151100.0,Pisa,Toscana,mpg.it,,,,SUCCESSO,200.0
AMBRA AUTOMOTIVE LEATHER SRL,3424640245.0,151100.0,Vicenza,Veneto,www.ambraautomotive.com,,,,ERRORE,
SIM ITALIAN GLOVES SRL,3260961218.0,151209.0,Napoli,Campania,simeonegloves.com,,,,SUCCESSO,200.0
NEW PEL COMPANY SRL,884830241.0,151100.0,Vicenza,Veneto,newpel.com,,,,SUCCESSO,200.0
G.N.V. SRL,1338800442.0,152010.0,Fermo,Marche,www.calzaturificiognv.it,,,,SUCCESSO,200.0
CONCERIA CENTOMO S.R.L.,1780950240.0,151100.0,Vicenza,Veneto,http://www.centomo.it,,,,SUCCESSO,200.0
BERNACCHINI 1905 S.R.L.,1635910431.0,152010.0,Macerata,Marche,www.bernacchini.com,,,,ERRORE,
STHART S.R.L.,2862890429.0,152010.0,Ancona,Marche,www.janetandjanet.com,,,,SUCCESSO,200.0
EXTRO' STYLE S.R.L.,3301190546.0,152010.0,Perugia,Umbria,www.extrostyle.it,,,,SUCCESSO,200.0
SHOES PROJECT VERONA SRL,4683170239.0,152010.0,Verona,Veneto,www.shoes-project.it,,,,SUCCESSO,200.0
PIEMMEGI S.R.L.,2485910265.0,152020.0,Treviso,Veneto,piemmegiserramenti.com,,,,SUCCESSO,200.0
SUOLIFICIO MORROVALLESE SPA,336110432.0,152020.0,Macerata,Marche,www.morrovallese.it,,,,SUCCESSO,200.0
RUBBER ITALY S.R.L.,2070350448.0,152020.0,Fermo,Marche,http://www.rubberitalysrl.it,,,,TIMEOUT,
ACCOPPIATURE MISTRAL S.R.L.,1718540501.0,151100.0,Pisa,Toscana,www.mistralcreativevision.com,,,,SUCCESSO,200.0
