Ragione sociale,Partita IVA,"ATECO 2007
codice",Provincia,Indirizzo sede legale - Regione,Website
NICAM SAFETY SOCIETA' A RESPONSABILITA' LIMITATA,08460610721,152010,Barletta-Andria-Trani,Puglia,nicam.it
KING LOOK SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,04681520757,152010,Lecce,Puglia,www.lesalentine.eu
L.I.D.M.A.G. S.R.L.,07383271215,152010,Napoli,Campania,shop.lidmag.it
GI.AN. S.R.L.,07102800633,151209,Napoli,Campania,www.cinturificiogian.it
R&B DIFFUSIONE MODA S.R.L.,01815720675,151209,Teramo,Abruzzo,www.rbdiffusionemoda.it
MARRAFFA MARCO S.R.L.,04232550279,152020,Venezia,Veneto,www.marraffamarcosrl.it
DA.RI.PEL. DI DAVOLI A. & C. - S.R.L.,01213240359,151209,Reggio nell'Emilia,Emilia-Romagna,shop.daripel.com
SOLETTIFICIO LILLIO - S.R.L.,07010430630,152020,Napoli,Campania,www.lillio.it
MODAPEL S.R.L.,02199780509,151100,Pisa,Toscana,www.modapelsnc.it
LA FABRIQUE SRL,02180730307,151200,Udine,Friuli-Venezia Giulia,www.lafabriquemaison.com
DESTRO S.R.L.,02192570188,152010,Pavia,Lombardia,www.destrosrl.com
ORTOPEDIA LOCCI S.R.L.,01516000914,152010,Nuoro,Sardegna,www.ortopedialocci.it
JOAN NORD SHOES S.R.L.,01615050984,152010,Brescia,Lombardia,www.weballerina.it
M2F S.R.L.,07046851213,152020,Caserta,Campania,www.marianosrl.it
FAUSTO COLATO S.R.L.,05274830966,151200,Milano,Lombardia,www.faustocolato.it
CALZATURE V.F. ITALIA PRODUCTION SRL,01954580443,152010,Fermo,Marche,www.violafonti.it
VA.FRA. S.R.L. UNIPERSONALE,02138850447,152020,Fermo,Marche,www.solettificiomarco.it
SCAMOSCERIA CUNEESE - S.R.L.,00183750041,151100,Cuneo,Piemonte,www.scamosceriacuneese.it
CARRARO S.R.L.,00863610275,152010,Venezia,Veneto,www.carrarovenezia.com
MARA TAC S.R.L.,01421160449,152020,Fermo,Marche,www.maratac.it
EXTREME DESIGN SRL,02041350972,151209,Prato,Toscana,bombata.it
DM SOCIETA' A RESPONSABILITA' LIMITATA ENUNCIABILE ANCHE DM SRL,01386340440,152020,Fermo,Marche,www.dmproject.net
CALZATURIFICIO PIACENTINI S.R.L.,02447590460,152010,Lucca,Toscana,www.calzaturificiopiacentino.it
SCOLARO S.R.L.,00101390441,152010,Fermo,Marche,http://www.scolaro1890.it
ANTIDA S.R.L.,02333090203,152010,Brescia,Lombardia,lenora.shoes/collections/outlet
OMBRETTA S.R.L.,05220690480,151200,Firenze,Toscana,www.guardolificio.eu
PAOUL SRL,04609750288,152010,Padova,Veneto,www.paoul.com
MARGI S.R.L.,00881140248,151100,Vicenza,Veneto,www.margisrl.mobi
AMABILIA S.R.L. - UNIPERSONALE,02849680240,151209,Vicenza,Veneto,amabilia.it
ITAKA SRL,04958250260,151209,Padova,Veneto,www.itakasrl.com
CALZATURIFICIO MEPRES S.R.L.,02419200262,152000,Treviso,Veneto,www.calzaturificiomepres.com
KING TARTUFOLI S.R.L.,01834670430,152010,Macerata,Marche,www.king.it
ROMITELLI SHOES SRL,01692800434,152010,Macerata,Marche,www.calzaturificioromitellishoes.com
FORCINITI S.R.L.,02163690510,151209,Arezzo,Toscana,www.traibecca.com
DOONEY & BOURKE ITALIA S.R.L.,05041450486,151209,Pistoia,Toscana,www.dooney.it
STUDIO IMMAGINE S.R.L.,02151370448,151209,Fermo,Marche,studioimmaginelab.it
MARPELL S.R.L.,01921360507,151100,Pisa,Toscana,www.marpellsrl.it
QUADRARO - SOCIETA' A RESPONSABILITA' LIMITATA,03563170483,151209,Firenze,Toscana,www.quadraro.it
ARTIGIANINO S.R.L.,04642300653,152010,Napoli,Campania,www.altamodapositano.com
CALZATURE EPOCA S.R.L.,09260300158,152000,Milano,Lombardia,www.calzaturepoca.com
CLAIRE S.R.L.,01489990513,151209,Arezzo,Toscana,clairesrl.it
DEL MUGNAIO S.R.L.,00235860509,151100,Pisa,Toscana,www.spaccatricedelmugnaio.it
TRIZIO S.R.L.,10664470159,151209,Milano,Lombardia,www.trizioflightcase.com
CALZATURIFICIO ARDITO - S.R.L. -,03411900651,152000,Salerno,Campania,www.morisshoes.it
ELVICART S.R.L.,12575690156,151200,Milano,Lombardia,www.elvicart.it
SUOLIFICIO PALAZZO GIOVANNI S.R.L.,02479790186,152020,Pavia,Lombardia,suolificiopalazzo.it
FONTANA SHOES S.R.L.,02401400441,152010,Fermo,Marche,www.fontanashoes.it
EQUITIME SRL,02240870689,151100,Pescara,Abruzzo,equitime.it
ANGIVENEZIA SRL,04035400243,151209,Vicenza,Veneto,www.angivenezia.it
STAMPERIA MAST S.R.L.,03559480243,151100,Vicenza,Veneto,www.stamperiamast.it
C.M. S.R.L. - SOCIETA' UNIPERSONALE,02815130246,151100,Vicenza,Veneto,www.cmforatura.it
SCENZA S.R.L.,01879910436,152010,Macerata,Marche,www.scenzasrl.com
CTC CONCERIA DEL CHIENTI SOCIETA' BENEFIT S.P.A.,02083630430,151100,Macerata,Marche,conceriadelchienti.com
AC STUDIO SRL,04976190266,152010,Treviso,Veneto,www.acstudio.it
ELENPELL S.R.L.,02085180244,151100,Vicenza,Veneto,www.elenpell.it
PELLETTERIE ALEST S.R.L.,01006590481,151200,Firenze,Toscana,www.alest-pelletterie.com
SERGIO FUMI VALIGERIA S.R.L.,01057890335,151209,Piacenza,Emilia-Romagna,www.quadernando.it
GIANFRANCO BUTTERI SRL,01898540446,152010,Fermo,Marche,www.gianfrancobutteri.com
FOGLIZZO LUXURY GOODS - SOCIETA' A RESPONSABILITA' LIMITATA,08285570019,151209,Torino,Piemonte,www.delcomm.it
GIANFORT S.R.L.,03477090249,152010,Vicenza,Veneto,gianfort.it
VIRTUS PELLAMI SRL,04243440247,151100,Vicenza,Veneto,www.virtuspellami.it
AMICI PER LA PELLE S.R.L.,08024800966,151100,Milano,Lombardia,www.amiciperlapellesrl.it
CONCERIA SOLARIS S.R.L.,04755670488,152020,Firenze,Toscana,www.conceriasolaris.it
ALOISIO BANZOLA S.R.L.,00408620342,152010,Parma,Emilia-Romagna,www.parmamadein.com
KARIN SAFETY FOOTWEAR S.R.L.,00738130673,152010,Milano,Lombardia,www.dimisport.it
GUARDOLIFICIO ALEX - S.R.L.,03972050482,152020,Firenze,Toscana,www.guardolificioalex.net
LAGOA WORLD SRL,02436630442,152010,Fermo,Marche,lagoaworld.com
SOLEA S.R.L.,01315770550,151200,Terni,Umbria,majolab.com
GUIDOMAGGI SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,04612710758,152010,Lecce,Puglia,www.guidomaggi.com
MI PIACI S.R.L.S.,09096831210,152010,Napoli,Campania,www.mipiacishoes.com
MIDEX S.R.L.,04934170269,152010,Treviso,Veneto,www.montelloshop.com
SINBI S.R.L.,08090130728,152010,Bari,Puglia,ncub.it
FABIANI PELLETTERIE S.R.L.,02192270516,151209,Arezzo,Toscana,www.fabianicinture.net
ITALIAN HEELS SRL,02209250444,152020,Fermo,Marche,www.italianheels.it
TIFFI S.R.L.,05502871212,152010,Napoli,Campania,www.tiffi.it
NUOVA P.R. S.R.L.,02403260546,152000,Perugia,Umbria,shop.nuovapr.it
OFFICINA BELTS SOCIETA' A RESPONSABILITA' LIMITATA,07244511213,151209,Napoli,Campania,www.officinabelts.com
RUN PLAST S.R.L.,01981990433,152020,Macerata,Marche,www.runplast.it
IL GRECO S.R.L.,01370640441,152010,Fermo,Marche,www.ilgrecocalzaturificio.com
GHIBLI S.R.L.,01345750507,151200,Firenze,Toscana,www.ghiblisrl.com
GROSSI S.R.L.,01331410470,152020,Pistoia,Toscana,www.grossisrl.com
DELTA SUOLE S.R.L.,02756910275,152020,Venezia,Veneto,www.deltasuole.com
R79 SRL,00512630443,152020,Fermo,Marche,www.r79.it
RANDI CREAZIONI SRL,02190270393,152010,Ravenna,Emilia-Romagna,henryandhenryshop.com
ITALTREND S.R.L.S.,02404530442,151100,Fermo,Marche,101meme.it
B & G PROJECTS S.R.L.,03888110230,152010,Verona,Veneto,www.bgshoesdesign.com
NANNI SRL,05014590151,151200,Milano,Lombardia,nannimilano.it
CAI PELLETTERIA S.R.L.,06938300487,151209,Firenze,Toscana,cai-pelletteria-srl-06938300487.quantofattura.com
S.G.L. S.R.L.,03156070249,151100,Vicenza,Veneto,www.sglrossetto.com
SOBEK S.R.L.,13397260152,151209,Monza e della Brianza,Lombardia,sobekitalia.com
NATURAL SARDINIA S.R.L.,02602280907,151209,Sassari,Sardegna,www.mamoi.it
SUOLIFICIO MONTOLMO S.R.L.,00365570431,152020,Macerata,Marche,www.cskacorridoniac5f.com
CONCERIA NETTUNO - S.R.L.,00505590505,151100,Pisa,Toscana,www.concerianettuno.it
CATERINA S.R.L.,02896660277,152020,Venezia,Veneto,www.caterinasrl.it
ARTE PELLE S.R.L.,02033700515,151209,Arezzo,Toscana,www.artepellesrl.it
N.C.P. S.R.L.,01488800432,152020,Macerata,Marche,www.ncpsrl.com
CALZATURIFICIO DINOS SRL,01826660449,152010,Fermo,Marche,www.calzaturificiodinos.it
EUROTAC S.R.L.,02543140277,152020,Venezia,Veneto,www.eurotac.it
OROPEL ITALIA SRL,02478960186,152020,Pavia,Lombardia,www.oropelitalia.it
STYLDEA S.R.L.,00792680266,152010,Treviso,Veneto,www.styldea.com
MUNDIAL DESIGN S.R.L.,01812660437,151209,Macerata,Marche,mundialdesign.it/
UNDERWOOD LONDON S.R.L.,06843200483,151209,Firenze,Toscana,www.underwood-london.com
CALZATURIFICIO MORLACCHI SRL,04052370154,152010,Milano,Lombardia,www.calzaturificiomorlacchi.it
NOTTOLI S.R.L.,01784550467,152020,Lucca,Toscana,www.nottoli.it
PIELLE - S.R.L.,04011570480,151200,Firenze,Toscana,www.systematica.it/pielle
LA.PE. - S.R.L.,01370570168,151100,Bergamo,Lombardia,www.lapesrl.com
SUOLIFICIO SAN PAOLO S.R.L.,00517790440,152020,Fermo,Marche,www.suolificiosanpaolo.com
LOVE LAB SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,05889320650,152010,Salerno,Campania,kalipay.it
OCEAN DRIVE S.R.L.,02526010646,151100,Avellino,Campania,www.oceandrivesrl.com
FIRENZE & MODA S.R.L.,05415570489,151209,Firenze,Toscana,www.firenzeemoda.com
CALZATURIFICIO ZAGO ALBERTO S.R.L.,00170310189,152010,Pavia,Lombardia,www.zagoalberto.it
BRAND IN ITALY SRL,09016750961,151209,Milano,Lombardia,dogissimi.com
CU-TEST S.R.L.,07257561212,152010,Napoli,Campania,eddicuomo.com
SAIV S.R.L.,04003410273,152020,Venezia,Veneto,tacchificiosaiv.com
LLOFF SRL,01928960432,152010,Macerata,Marche,www.karmaofcharmeshop.com
FIORANGELO SRL,01873080442,152010,Fermo,Marche,www.fiorangelo.it
MERISIO S.R.L.,08854640961,151209,Milano,Lombardia,www.merisiosrl.com
CALZATURIFICIO GRELIS S.R.L.,08133731219,152010,Napoli,Campania,www.chiaracarrino.it
ROBERTO PANCANI S.R.L.,05653740489,151209,Firenze,Toscana,www.robertopancani.it
CIVICO 30 S.R.L.,06138660482,151209,Firenze,Toscana,www.civico30.com
SOLETTIFICIO MASSETTI S.R.L.,02333160444,152020,Fermo,Marche,www.solettificiomassetti.it
CALZATURIFICIO SNASH SRL,05946620720,152010,Barletta-Andria-Trani,Puglia,host.samet.it
COLIBRI' S.R.L.,01657930507,151100,Pisa,Toscana,www.colibrisrl.net
TRANCERIA F.M. SRL,02601210392,152010,Ravenna,Emilia-Romagna,www.tranceriafm.it
CONCERIA MADERA S.R.L.,01336310501,151100,Pisa,Toscana,www.conceriamadera.it
DAVIN SOCIETA' A RESPONSABILITA' LIMITATA,02223940442,152020,Fermo,Marche,www.davincontrafforti.it
FIORITA S.R.L.,01063850448,152010,Fermo,Marche,www.fiorita.it
LASER TORRESI SRL,01859490433,152020,Macerata,Marche,www.lasertorresi.it
DEMA S.R.L.,01602270504,152020,Pisa,Toscana,http://www.tacchificio.com
VALIGERIA MASCETTI S.R.L.,01268660121,151200,Varese,Lombardia,www.valigeriamascetti.it
ELIZA DI VENEZIA S.R.L.,01816160442,152010,Fermo,Marche,www.elizadivenezia.it
SUOLIFICIO GFG S.R.L.,01576710436,152020,Macerata,Marche,www.suolificio-gfg.com
MTOS S.R.L.,06739490487,151209,Firenze,Toscana,www.mtos.it
STEFANARDI S.R.L.,03808500726,151209,Bari,Puglia,www.stefanardi.com
COMPLAST S.R.L. DI SALVATORE CORREDDU,01208080901,151200,Sassari,Sardegna,www.complastsnc.com
ME.GI. S.R.L. - UNIPERSONALE,02231960242,151100,Vicenza,Veneto,www.megisrl.com
MAESTRI PELLETTIERI S.R.L.,08123271218,151209,Napoli,Campania,www.maestripellettieri.it
DONNA ELISSA S.R.L.,03358260960,151209,Milano,Lombardia,www.donnaelissa.it
PARMEGGIANI S.R.L.,02124790367,151200,Modena,Emilia-Romagna,www.parmeggiani.com
KATY - S.R.L.,01223010461,152010,Lucca,Toscana,www.katysrl.com
SECCHIARI INTERNATIONAL S.R.L.,02109360442,152010,Fermo,Marche,www.codiceshoes.it
CONCERIA LA FORTEZZA S.R.L.,01775620501,151100,Pisa,Toscana,www.concerialafortezza.it
CALCEUS SRL,03283360265,152010,Treviso,Veneto,www.naglev.com
EUGENIO PORSELLI - S.R.L.,01932410150,152010,Milano,Lombardia,www.porselli.it
ESQUISITO S.R.L.,02183191200,151209,Bologna,Emilia-Romagna,www.numero10bags.com
FONTANILI ALESSANDRO SRL,02568390351,151209,Reggio nell'Emilia,Emilia-Romagna,www.bazzecole.com
M.B.F.SRL,05053330154,152020,Milano,Lombardia,www.mbflegnano.com
NUOVA 3B S.R.L.,02144460504,152020,Pisa,Toscana,www.nuova3b.it
VALENTINA S.R.L.,03903480287,151209,Padova,Veneto,stylehunter.it
BOCACHE & SALVUCCI S.R.L.,06157351005,152010,Roma,Lazio,bocachesalvucci.com
CHRISS S.R.L.,04023650262,152010,Treviso,Veneto,www.chrissitaly.com
MISS-D SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,02683270025,152010,Biella,Piemonte,www.miss-d.it
ROMA SRL,01596370435,152020,Macerata,Marche,www.ilcantierestore.it
LEVEL UP S.R.L.,01461980433,152020,Macerata,Marche,www.leveluponline.it
CYCLICA SRL,04660010275,151100,Venezia,Veneto,www.cyclica.it
CALZATURIFICIO LUCA SRL,01386190449,152010,Fermo,Marche,www.calzaturificioluca.it
POSTURAL POINT S.R.L.,04455900276,152020,Venezia,Veneto,www.posturalpoint.com
GALIOTTO S.R.L.,00680130242,151100,Vicenza,Veneto,www.galiottodesign.it
STEPHEN NEW LINE S.R.L.,00652040437,151209,Macerata,Marche,www.stephennewline.it
TACCHIFICIO CAPONI S.R.L.,01381520509,152000,Pisa,Toscana,www.caponitacchificio.it
SUOLIFICIO CENTROITALIA S.R.L.,01424890430,152020,Macerata,Marche,www.suolificiocentroitalia.it
EMANUELA CARUSO CAPRI S.R.L.,11339051002,152010,Napoli,Campania,emanuelacaruso.com
BRUNO'S SHOES S.R.L.,03188510485,152000,Firenze,Toscana,brunosfirenze.it
CALZATURE TREBI S.R.L.,01736840230,152000,Verona,Veneto,www.calzaturetrebi.it
ARRON S.R.L.,01412240515,151209,Arezzo,Toscana,www.arron.it
FRESCO PELLI S.R.L.,00828910158,151100,Milano,Lombardia,www.frescopelli.it
HERMES S.R.L.,00948880505,152020,Pisa,Toscana,www.mariodoni.it
LABEL MARK S.R.L.,03897610238,151209,Verona,Veneto,www.labelmark.it
CONCERIA NEW ENTRY S.R.L.,02008710507,151100,Pisa,Toscana,www.newentryconceria.it
SUOLIFICIO PRISMA S.R.L.,04418430486,152020,Pisa,Toscana,www.suolificioprisma.it
MARPELL S.R.L.,02598820237,151100,Verona,Veneto,www.marpell.it
CARTOPEL S.R.L.,01277270169,151200,Bergamo,Lombardia,www.cartopel.it
EVOLUTION BELT S.R.L.,02703790812,151209,Trapani,Sicilia,www.stefanocorsini.it
STUDIO B+ARS S.R.L.,05234950284,151209,Padova,Veneto,www.studiobars.it
360 SRL,04633110236,152010,Verona,Veneto,www.kjoreproject.com
GADIS S.R.L.,01909720441,152010,Fermo,Marche,www.maryatkins.it
BE - PLAST - S.R.L.,00689820157,152010,Milano,Lombardia,www.beplast.it
CALZATURIFICIO TRE CIME S.R.L.,05326410262,152010,Treviso,Veneto,www.trecimeshoes.com
IL SANDALO S.R.L.,08482401216,152010,Napoli,Campania,www.tesoronemadeinitaly.com
LEAMO SRL,01994920435,152010,Fermo,Marche,normajbaker.it
PELLEROSSA S.R.L.,03761850365,152020,Modena,Emilia-Romagna,kultureshop.it
PRONTO SPORT S.R.L.,07892970158,151209,Milano,Lombardia,www.prontosport.it
EUROSAB S.R.L.,03578880282,152000,Padova,Veneto,www.eurosab.com
COCCIA & CO S.R.L.,01504650431,152020,Macerata,Marche,www.cocciaeco.it
CALZATURIFICIO S.G. SRL,01181290444,152010,Fermo,Marche,www.calzaturificiosg.it
SOLETTIFICIO EMME3 SRL,01110160437,152020,Macerata,Marche,www.solettificioemme3.com
D'SOCKA SOCIETA' COOPERATIVA,01027500071,152010,Valle d'Aosta/Vallée d'Aoste,Valle d'Aosta/Vallée d'Aoste,www.dsocka.com
B.F.B. S.R.L.,00567190988,152020,Brescia,Lombardia,www.solettificiobfb.com
PASINI PIER MAURIZIO S.R.L.,02223360062,151209,Alessandria,Piemonte,www.pasinistile.it
PRESSO PELL SRL,01752300242,151100,Vicenza,Veneto,www.pressopell.it
SOLMODA S.R.L.,01412230037,152010,Novara,Piemonte,www.solmoda.it
M.A.G.A. - S.R.L.,02136540248,151100,Vicenza,Veneto,www.magasrl.it
PROCALZ S.R.L.,08113230729,152010,Barletta-Andria-Trani,Puglia,giuseppeconca.com
CITTIS S.R.L.,02213260447,152020,Fermo,Marche,www.cittis.it
PELLETTERIE RAFFA S.R.L.,02361450469,151209,Lucca,Toscana,www.aldoraffa.com
CALZATURIFICIO GIORGIO IACHINI S.R.L.S.,02293200446,152010,Fermo,Marche,www.giorgioiachini.it
MARTINA B S.R.L.,07788320724,152010,Bari,Puglia,www.martinab.it
ARENA LAB SOCIETA' A RESPONSABILITA' LIMITATA,02770050645,151100,Avellino,Campania,www.paoloarena.it
DETEXO S.R.L.,03331230288,151209,Padova,Veneto,www.detexo.com
EMMEGI S.R.L.,04897900280,151209,Milano,Lombardia,www.emmegi-cover.it
MED FONDI S.R.L.,02021080433,152020,Macerata,Marche,www.medfondisrl.it
IL VALICO S.R.L.,04056510482,151100,Pisa,Toscana,www.conceriailvalico.itgo.com
MI.CA. LEATHER S.R.L.,02673200644,151100,Avellino,Campania,micaleathersrl.net
VALDAM S.R.L.,02203690645,151209,Avellino,Campania,www.valdam.com
CROSS MODEL SRL,02228160442,152010,Fermo,Marche,www.marcellocastignani.com
3B S.R.L.,02618410548,151200,Perugia,Umbria,base.soloproveweb.it
FAMAC - S.R.L.,01958740241,151100,Vicenza,Veneto,www.famacsrl.it
LAINO INDUSTRY S.R.L.,05776621210,151209,Napoli,Campania,www.argentoantico.eu
XANTHIA S.R.L.,00759340672,151200,Teramo,Abruzzo,www.xanthia.it
RAGUSO FRANCO S.R.L.,02423220736,151209,Taranto,Puglia,raguso1963.it
CINZIA S.R.L.,02209390448,152020,Fermo,Marche,www.cinziasrl.it
ELLE EFFE S.R.L.,05315740489,152020,Firenze,Toscana,www.elleeffesrl.it
PELLETTERIA APPALOOSA S.R.L.,04866890488,151209,Firenze,Toscana,www.pelletteriappaloosa.it
FEDELIS S.R.L.,01594990507,152010,Pisa,Toscana,www.ginocori.it
PELLETTERIA VG S.R.L.,03829800162,151209,Brescia,Lombardia,www.pelletteriavg.it
GISA S.R.L.,01754100434,152020,Macerata,Marche,www.gisatacchificio.com
T EMME 2 S.R.L.,02963950270,152020,Venezia,Veneto,www.temme2.it
LUANA SHOES S.R.L.,02314340460,152010,Lucca,Toscana,www.luanashoes.it
O.T.M. SRL,05892130013,151209,Torino,Piemonte,www.otm-srl.com
DELMAR 2000 SRL,07644351004,151209,Roma,Lazio,www.delgiudiceroma.com
LASER BMC S.R.L.,01427240500,151100,Pisa,Toscana,www.laserbmc.com
EFFEBI S.R.L.,03323560247,151200,Vicenza,Veneto,www.effebipelletterie.it
VIVE LA DIFFERENCE S.R.L.,03092690167,151209,Bergamo,Lombardia,www.viveladifferencemadeinitaly.it
RAF SOLUZIONI S.R.L.,01744100502,152010,Pisa,Toscana,rafsoluzioni.it
GALA S.R.L.,01842900431,152010,Macerata,Marche,www.galaitaly.com
CALZATURIFICIO ZIVIANI S.R.L.,00214050239,152010,Verona,Veneto,ziviani.it
ROLLY GROUP SRL,02034620431,152010,Macerata,Marche,www.voistore.it
SOALE S.R.L. SEMPLIFICATA UNIPERSONALE,04663140756,151209,Lecce,Puglia,www.dafdesign.it
SAMUEL - S.R.L.,00334900446,152010,Fermo,Marche,www.samuel.it
SIMAR SRL,04617540655,152010,Salerno,Campania,www.kroll.it
ER MANIFACTURES S.R.L.,08675391216,152020,Napoli,Campania,www.ermanifactures.it
EFFEGI STYLE S.R.L.,00559620232,152010,Verona,Veneto,www.effegi-style.it
FERRACUTI & CO S.R.L.,01642330441,152010,Fermo,Marche,vialactea.it
MPM SRL,01141350437,152010,Macerata,Marche,www.labelleshoes.eu
ACCESSORIO DELLA CALZATURA S.R.L.,06865830159,152010,Milano,Lombardia,www.bambiniinfattoria.it
ESSEPI SRL,01996440507,151100,Pisa,Toscana,www.centrotaglioessepi.it
MARPEL S.R.L.,08593631214,151209,Napoli,Campania,marpelatelier.com
CALZATURIFICIO T.A.G. S.R.L.,01542950504,152010,Pisa,Toscana,sanisoftitalia.it
TRE-VI - S.R.L.,00826870180,152020,Pavia,Lombardia,trevisrl.com
MONTEMARIO - S.R.L.,00914940473,152010,Pistoia,Toscana,www.montemario.it
PIONEER S.R.L.,04285920759,151209,Lecce,Puglia,www.shop-pioneerhorseline.com
MODI' SRL,01875630442,152010,Fermo,Marche,www.modishoes.com
FRANCESCA S.R.L. SOCIET+ UNIPERSONALE,03645810122,151209,Varese,Lombardia,francesca-srl-societ-unipersonale-03645810122.quantofattura.com
NATURAL LEATHER S.R.L.,03623950544,151100,Perugia,Umbria,naturaleather.it
TACCHIFICIO ANNA S.R.L.,01466550504,152020,Pisa,Toscana,www.tacchificioanna.com
YORK SHOES & BELTS SRL,02184120448,152010,Fermo,Marche,yorkcalzature.net
CALZATURIFICIO CALTAVUTURESE SOCIETA' COOPERATIVA,03365030828,152010,Palermo,Sicilia,www.caltavuturese.it
SOLETTIFICIO SIMA S.R.L.,01658250442,152020,Fermo,Marche,www.solettificiosima.it
BLITZ INCISIONI LASER S.R.L.,01777150432,152020,Fermo,Marche,www.blitzincisioni.com
HAGS ITALIA SRL,03553410246,151209,Vicenza,Veneto,www.hags.it
L.W.T. ITALIA S.R.L.,01657910475,152010,Pistoia,Toscana,lowhite.com
ARTI MINORI PRODUCTION S.R.L.,06112210486,151209,Firenze,Toscana,nicogiani.com
SF ITALIA S.R.L.,01534160187,151209,Pavia,Lombardia,www.sf-italia.it
B.P.M. ACCESSORI SRL SEMPLIFICATA,03631170366,151209,Modena,Emilia-Romagna,www.accessoribpm.it
CALZATURIFICIO CAPO NORD S.R.L.,01114230392,152010,Ravenna,Emilia-Romagna,www.capo-nord.com
TOMAIFICIO POKER S.R.L.,02010160444,152020,Fermo,Marche,www.tomaificiopoker.it
CARLI 1937 S.R.L.,01977800471,152010,Pistoia,Toscana,www.carli1937.it
PLASTIMAN S.R.L.,01485960221,152000,Trento,Trentino-Alto Adige,www.plastiman.it
ORAZI S.R.L.,02089980441,152020,Fermo,Marche,www.orazi-lavorazioni.com
FREGOLI S.R.L.,02777280351,151209,Reggio nell'Emilia,Emilia-Romagna,www.fregoli.net
B & S S.R.L.,12290981005,152010,Roma,Lazio,bocachesalvucci.com
PRO PRESS S.R.L.,03655520249,151100,Vicenza,Veneto,www.pro-press.it
GUARDOLIFICIO MICHETTI ADRIANO S.R.L.,02368790446,152020,Fermo,Marche,www.guardolificiomichetti.com
NECLEMI.IT S.R.L.,07790870724,152020,Barletta-Andria-Trani,Puglia,www.neclemi.it
OKILUX S.R.L.,02721640395,152010,Ravenna,Emilia-Romagna,www.ishikawa.it
GAM S.R.L.,01043820479,152010,Pistoia,Toscana,www.gamsrl.net
ISOSOLES S.R.L.,01207030444,152020,Fermo,Marche,www.isosoles.net
CALZATURIFICIO GIMAR - S.R.L.,01562960508,152010,Pisa,Toscana,www.calzaturificiogimar.it
NEW LEATHER TECNOLOGY SRL,04096650249,151100,Vicenza,Veneto,www.newleathertecnology.it
LAVORAZIONE ARTIGIANA DEL CUOIO S.R.L.,08006220159,151200,Milano,Lombardia,www.alfredoberetta.it
HOPE SRL,02332480447,152010,Fermo,Marche,www.hopesneakers.it
ALIENINA SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,03291230542,151209,Perugia,Umbria,shop.alienina.com
FABI.SAR. S.R.L.,01045200449,152010,Fermo,Marche,www.fiorifrancesi.com
LAB 20.3 SOCIETA'COOPERATIVA,09470181216,151209,Napoli,Campania,www.lab20-3.com
ARGOS TANNERY S.R.L.,01799780505,151100,Pisa,Toscana,www.argostannery.it
MARCO SOTTOTACCHI SRL,01957700436,152020,Macerata,Marche,www.marcosottotacchi.it
IL FORO S.R.L.,01133740504,151100,Pisa,Toscana,www.ilforosrl.it
GIULY AV SRL,02629830460,152010,Lucca,Toscana,www.lartigianaviareggina.it
CIPOLLETTI S.R.L.,01685610444,152010,Fermo,Marche,www.rossolatino.com
C.R.B. - CALZATURIFICI RIUNITI BUSTESI - S.R.L.,01235380126,152010,Varese,Lombardia,www.crb-italy.it
TACCHIFICIO STELLA SRL,01746300449,152020,Fermo,Marche,www.stella.solesfactory.it
LADY MARY S.R.L.,01990560441,152010,Fermo,Marche,www.calzatureladymary.it
MARCO BUGGIANI S.R.L.,04664100486,151209,Firenze,Toscana,www.marcobuggiani.com
MARINI S.R.L.,02109170510,151209,Arezzo,Toscana,www.mariniforniture.com
JCP SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA,06850040483,151209,Firenze,Toscana,www.malucchi.it
VIVA PELLE - SOCIETA' A RESPONSABILITA' LIMITATA,01675570400,151200,Rimini,Emilia-Romagna,www.vivapelle.it
ETIKOS S.R.L.,03966000238,151100,Vicenza,Veneto,www.tamponaturapelliamano.it
ALBERTO FASCIANI S.R.L.,01974020446,152010,Fermo,Marche,http://www.albertofasciani.it
FULL SKIN S.R.L.,02291560643,151100,Avellino,Campania,www.fullskin.it
KARMAN S.R.L. UNIPERSONALE,02872940248,151100,Vicenza,Veneto,www.karmansrl.com
EUROSAN S.R.L.,01748970355,152010,Reggio nell'Emilia,Emilia-Romagna,www.eurosancr.com
MHS S.R.L.,03366260242,152010,Vicenza,Veneto,meneghinihockey.it
GAETANO BONINO S.R.L.,08742991212,151209,Napoli,Campania,www.bonino.it
ATLANTIS LEATHERWORKS S.R.L.,06908160481,151209,Firenze,Toscana,www.iacobella.com
KLAUS S.R.L.,03752580278,151209,Venezia,Veneto,www.klausdiffusion.com
PIA LOVE S.R.L.,07920141210,152010,Napoli,Campania,www.twelveitalia.it
FAUSTO SANTINI - S.R.L.,01299331007,152010,Roma,Lazio,www.faustosantini.com
MIXER S.R.L.,03588180723,152010,Barletta-Andria-Trani,Puglia,les-italiennes.it
SALUBER SRL,02867470243,152020,Vicenza,Veneto,www.sauber.com
PAFIMURI CALZATURE S.R.L.,04340790759,152010,Lecce,Puglia,www.micanto.it
